Disease,Genes,id,did,Summary
nemaline myopathy 7,['CFL2'],MESH:C565198,DOID:0110934,A nemaline myopathy characterized by very early onset of hypotonia and delayed motor development that has_material_basis_in homozygous mutation in the CFL2 gene on chromosome 14q13.
neonatal abstinence syndrome,"['COMT', 'CYP2B6']",MESH:D009357,DOID:9828,A withdrawal disorder that is characterized by a group of problems that occur in a newborn who was exposed to addictive illegal or prescription drugs while in the mother's womb or postnatally following the discontinuance of drug treatment.
neonatal jaundice,['G6PD'],MESH:D007567,DOID:2383,"A pigmentation disease characterized by a high level of bilirubin in the blood, causing a yellowing of the skin and other tissues of a newborn infant."
neovascular inflammatory vitreoretinopathy,"['LTA', 'CAPN5', 'LRP5']",MESH:D018630,DOID:9719,"A retinal and vitreous disease characterized by ocular inflammation, vascular dropout, large spots of hyperpigmentation, neovascularization of the peripheral and posterior retina, vitreous hemorrhage, and retinal detachment that has_material_basis_in heterozygous mutation in the CAPN5 gene on chromosome 11q13.5."
nephritis,"['NOS3', 'SNRPD1', 'PARP1', 'ACE']",MESH:D009393,DOID:10952,A kidney disease that is characterized by an inflammation of the kidneys.
nephroblastoma,"['IGF2R', 'TP73', 'TIMP4', 'GPC3', 'CTNNB1', 'REST', 'IGF1R', 'DIS3L2', 'SIX1', 'WT1', 'MTHFR', 'BRCA2']",MESH:D009396,DOID:2154,A kidney cancer that affects the kidneys and typically located_in children.
nephrogenic diabetes insipidus,['AQP2'],MESH:D018500,DOID:12387,A diabetes insipidus that is characterized by a complete or partial resistance of the kidneys to vasopressin (ADH).
nephrogenic syndrome of inappropriate antidiuresis,[],MESH:C564491,DOID:0112121,"A renal tubular transport disease characterized by inappropriate antidiuretic hormone secretion resulting in inability to excrete a free water load, inappropriately concentrated urine, and undetectable or low plasma arginine vasopressin levels that has_material_basis_in hemizygous gain-of-function mutation in the AVPR2 gene on chromosome Xq28."
nephronophthisis 2,['INVS'],MESH:C566582,DOID:0111113,A nephronophthisis that has_material_basis_in homozygous or compound heterozygous mutation in the INVS gene on chromosome 9q31.
nephronophthisis 3,['NPHP3'],MESH:C565780,DOID:0111114,A nephronophthisis that has_material_basis_in homozygous or compound heterozygous mutation in the NPHP3 gene on chromosome 3q22.
nephronophthisis 4,['NPHP4'],MESH:C564640,DOID:0111115,A nephronophthisis that has_material_basis_in mutation in the NPHP4 gene on chromosome 1p36.31.
nephronophthisis 7,['GLIS2'],MESH:C566930,DOID:0111116,A nephronophthisis that has_material_basis_in homozygous mutation in the GLIS2 gene on chromosome 16p13.
nephrosis,['GATA3'],MESH:D009401,DOID:2527,"A proteinuria that is characterized by the leaking of blood protein into the urine, swelling or edema, and degenerative lesions without inflammation."
nephrotic syndrome,"['PLCE1', 'IL1B', 'IL1RN', 'EPO']",MESH:D009404,DOID:1184,"A nephrosis characterized by marked increase in glomerular protein permeability resulting in marked elevation of urine protein levels, hypoalbuminemia, hyperlipidemia, and hypercoagulability."
neurilemmoma,"['CDKN2A', 'LZTR1', 'NF2']",MESH:D009442,DOID:3192,A neuroma that is characterized as a benign nerve sheath tumor that is composed of Schwann cells.
neuroblastoma,"['ARID1B', 'PHOX2B', 'ARID1A', 'KIF1B', 'CHAF1A', 'IGF1R', 'CDKN2A', 'NSD1', 'PECAM1', 'NME1']",MESH:D009447,DOID:769,An autonomic nervous system neoplasm that derives_from immature nerve cells.
neurocirculatory asthenia,['SLC6A2'],MESH:D009449,DOID:11569,A somatoform disorder that involves heart disease symptoms without any identifiable physiological abnormalities.
neurodegeneration with brain iron accumulation,"['REPS1', 'CRAT']",MESH:C538421,DOID:0110734,"A neurodegenerative disease characterized by progressive iron accumulation in the basal ganglia and other regions of the brain, resulting in extrapyramidal movements, such as parkinsonism and dystonia."
neurodegeneration with brain iron accumulation 3,['FTL'],MESH:C548080,DOID:0110737,A neurodegeneration with brain iron accumulation that has_material_basis_in autosomal dominant inheritance of mutation in the FTL gene on chromosome 19q13.33.
neurodegenerative disease,"['EPO', 'FTL', 'FUS']",MESH:D019636,DOID:1289,A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
neuroendocrine tumor,['CALR'],MESH:D018358,DOID:169,An endocrine gland cancer that has_material_basis_in neuroendocrine cells.
neurofibromatosis 1,['NF1'],MESH:D009456,DOID:0111253,"A neurofibromatosis characterized by multiple cafe-au-lait macules, skin fold freckling, neurofibromas, optic gliomas, Lisch nodules or choroidal abnormalities in the eye, or a specific bone abnormality that has_material_basis_in the NF1 gene on chromosome 17q11.2. Bone abnormalities include a distinctive osseous lesion such as sphenoid dysplasia, anterolateral bowing of the tibia, or pseudarthrosis of a long bone."
neurofibromatosis-Noonan syndrome,['NF1'],MESH:C537393,DOID:0111683,"A RASopathy characterized by neurofibromatosis and manifestations of Noonan syndrome including short stature, ptosis, midface hypoplasia, webbed neck, learning disabilities, and muscle weakness that has_material_basis_in heterozygous mutation in NF1 on chromosome 17q11.2."
neurogenic scapuloperoneal syndrome Kaeser type,['DES'],MESH:C566695,DOID:0111551,"A myopathy characterized by adult onset of foot dorsiflexor weakness, peroneal muscle weakness, scapuloperoneal weakness, and shoulder girdle muscle atrophy that has_material_basis_in heterozygous mutation in DES on chromosome 2q35."
neurogenic-type arthrogryposis multiplex congenita-2,[],MESH:C536614,DOID:0090124,"An arthrogryposis multiplex congenita that is characterized by congenital contractures at the elbows and knees, myopathy, absence of muscle spindles, congenital heart disease and spinal motor neuron depletion, and has_material_basis_in autosomal recessive inheritance of homozygous mutation in the endoplasmic reticulum-golgi intermediate compartment protein 1 gene (ERGIC1) on chromosome region 5q35."
neurohypophyseal diabetes insipidus,['AVP'],MESH:D020790,DOID:12388,A central diabetes insipidus that is characterized by polyuria and polydipsia due to a deficiency in vasopressin synthesis and that has_material_basis_in heterozygous mutation in the arginine vasopressin gene (AVP) on chromosome 20p13.
neuromuscular disease,['GPI'],MESH:D009468,DOID:440,A neuropathy that affect the nerves that control the voluntary muscles.
neuromyelitis optica,"['HLA-DRB1', 'AQP4']",MESH:D009471,DOID:8869,A central nervous system disease characterized by inflammation of the optic nerve (optic neuritis) and inflammation of the spinal cord (myelitis).
nevoid basal cell carcinoma syndrome,['PTCH1'],MESH:D001478,DOID:2512,"A syndrome characterized by multiple early-onset basal cell carcinoma, multiple jaw keratocysts and skeletal abnormalities."
newborn respiratory distress syndrome,"['CAT', 'SOD1', 'SFTPA1', 'SFTPA2', 'NPSR1', 'SFTPD']",MESH:D006819,DOID:12716,"A respiratory failure that is characterized by deficiency of the surfactant coating the inner surface of the lungs, by failure of the lungs to expand and contract properly during breathing with resulting collapse, and by the accumulation of a protein-containing film lining the alveoli and their ducts."
nicotine dependence,"['RAD52', 'RPTOR', 'COMT', 'GRIN2B', 'LCP1', 'SLC6A3', 'GABBR2', 'ARRB2', 'OPRM1', 'HTR2A', 'GABBR1', 'CYP2B6', 'DRD2', 'CHRNA4', 'CHRNA5']",MESH:D014029,DOID:0050742,A substance dependence that is characterized by a physical dependence on nicotine.
night blindness,"['RHO', 'RDH5', 'RLBP1', 'GRK1', 'GNAT1']",MESH:D009755,DOID:8499,A retinal disease that is characterized by difficulty or the inability to see in relatively low light.
non-Hodgkin lymphoma,"['CTLA4', 'PRF1', 'PON1', 'MTRR', 'FCGR2A', 'BCL10', 'GPX1', 'EPHX1', 'CASP10', 'KMT2A', 'CCND1', 'CD40', 'RAD54B', 'TMEM260', 'RAD54L', 'CD79B', 'MALT1']",MESH:D008228,DOID:0060060,A lymphoma that is characterized as any kind of lymphoma except Hodgkin's lymphoma.
non-Langerhans-cell histiocytosis,"['RAB27A', 'PRF1']",MESH:D015616,DOID:4330,A histiocytosis that is characterized by the accumulation of histiocytes that do not meet the phenotypic criteria for the diagnosis of Langerhans cells.
nonepidermolytic palmoplantar keratoderma,['KRT1'],MESH:D015776,DOID:0050428,"A palmoplantar keratosis characterized by a well-demarcated, symmetric keratoderma located_in palms and located_in soles."
nonphotosensitive trichothiodystrophy 5,['RNF113A'],MESH:D054463,DOID:0111868,"A nonphotosensitive trichothiodystrophy characterized by sparse and brittle hair, facial dysmorphism, global developmental delays, growth deficiency, hypogonadism, and structural brain abnormalities that has_material_basis_in hemizygous mutation in the RNF113A gene on chromosome Xq24."
nonsyndromic congenital nail disorder 4,['RSPO4'],MESH:C536377,DOID:0080082,"A nonsyndromic congenital nail disorder that is characterized by complete absence or severe hypoplasia of all fingernails and toenails without significant bone anomalies, and that has_material_basis_in homozygous or compound heterozygous mutation in the R-spondin-4 gene on chromosome 20p13."
nonsyndromic deafness,"['TBC1D24', 'USH2A']",MESH:C580334,DOID:0050563,"An auditory system disease that is associated with permanent hearing loss caused by damage to structures in the inner ear and/or the middle ear, which is not associated with other signs and symptoms."
nuclear type mitochondrial complex I deficiency 20,['ACAD9'],MESH:C567006,DOID:0112072,"A nuclear type mitochondrial complex I deficiency characterized by infantile onset of acute metabolic acidosis, hypertrophic cardiomyopathy, and muscle weakness associated with deficiency of mitochondrial complex I activity in muscle, liver, and fibroblasts that has_material_basis_in homozygous or compound heterozygous mutation in the ACAD9 gene on chromosome 3q21.3."
obesity,"['CNR1', 'GFPT1', 'NMU', 'MKKS', 'PDP1', 'WNT10B', 'APOC1', 'SLC2A1', 'CNTF', 'MC4R', 'RETN', 'MRAP2', 'MIF', 'FAAH', 'FTO', 'BBS4', 'PGR', 'CX3CR1', 'CYP27B1', 'IL6', 'PCSK1', 'NMB', 'CRHR1', 'IL6R', 'ABCA1', 'AR', 'ABCG8', 'FABP2', 'ADCY3', 'HTR2C', 'CRH', 'LEPR', 'MBL2', 'FFAR4', 'DRD2', 'GIPR', 'GIP', 'OPRM1', 'GHRL', 'HK2', 'AGT', 'NR3C1', 'POMC', 'NR1H3', 'NPY2R', 'CIDEA', 'HTR2A', 'ACP1', 'APOD', 'SERPINF1', 'HK1', 'HSPA1B', 'CCKAR', 'CYP2R1', 'EDN1', 'ENPP1', 'SORBS1', 'COMT', 'NR0B2', 'CADM2', 'PLIN1', 'AGRP', 'INPPL1', 'CDK4', 'IGFBP2', 'CAPN10', 'PPARGC1B', 'ADRB3', 'NCOA3', 'HSD11B2', 'MTTP', 'UCP2', 'ADRA2B', 'TH', 'IGFBP6', 'UCP3', 'NPPB', 'F7', 'NR1H2', 'ADRB2', 'PPARG', 'SLC6A3', 'GHSR', 'BBS2']",MESH:D009765,DOID:9970,"An overnutrition that is characterized by excess body fat, traditionally defined as an elevated ratio of weight to height (specifically 30 kilograms per meter squared), has_material_basis_in a multifactorial etiology related to excess nutrition intake, decreased caloric utilization, and genetic susceptibility, and possibly medications and certain disorders of metabolism, endocrine function, and mental illness."
obsessive-compulsive disorder,"['COMT', 'BDNF', 'SLC6A4', 'HTR2A']",MESH:D009771,DOID:10933,"An anxiety disorder that involves unwanted and repeated thoughts, feelings, ideas, sensations (obsessions), or behaviors that make them feel driven to do something (compulsions)."
obstructive lung disease,"['A2M', 'MMP1']",MESH:D008173,DOID:2320,A lung disease that is characterized by narrowing of pulmonary airways.
obstructive sleep apnea,"['LEPR', 'MMP9', 'BDNF', 'NOS3', 'EDNRA', 'ADRB1', 'SLC6A4', 'ACE', 'EDN1']",MESH:D020181,DOID:0050848,"A sleep apnea that is characterized by repeated collapse and obstruction of the upper airway during sleep, which results in reduced airflow (hypopnea) or complete airflow cessation (apnea), oxygen desaturation, and arousals from sleep."
occipital horn syndrome,['ATP7A'],MESH:C537860,DOID:0111272,"A metal metabolism disorder characterized by hyperelastic and bruisable skin, hernias, bladder diverticula, hyperextensible joints, varicosities, abnormal copper transport, and multiple skeletal abnormalities that has_material_basis_in X-linked recessive inheritance of mutations in ATP7A on Xq21.1. This disorder is allelic to Menkes disease."
ocular albinism 1,"['TYR', 'GPR143']",MESH:D016117,DOID:0050633,An eye disease that is characterized by reduced pigmentation of the iris and the resulting impairment of visual acuity without significantly affecting the color of skin or hair and has_material_basis_in mutation in the GPR143 gene that encodes segments of the melanosomes that stores melanin.
ocular hypertension,"['MYOC', 'CDKN1A', 'MMP1']",MESH:D009798,DOID:9282,An eye disease that is characterized by elevated intraocular pressure in the absence of optic nerve damage or visual field loss.
oculoauricular syndrome,['HMX1'],MESH:C567416,DOID:0060482,"A syndrome characterized by microcornea, microphthalmia, anterior-segment dysgenesis, cataract, coloboma of various parts of the eye, abnormalities of the retinal pigment epithelium, and rod-cone dystrophy and a particular cleft ear lobule."
oculocerebrorenal syndrome,['OCRL'],MESH:D009800,DOID:1056,"A syndrome that has_material_basis_in mutation in the OCRL gene on chromosome Xq26 and that is characterized by hydrophthalmia, cataract, mental retardation, vitamin D-resistant rickets, amino aciduria, and reduced ammonia production by the kidney."
oculocutaneous albinism,"['TYR', 'HPS1', 'DCT', 'TYRP1']",MESH:D016115,DOID:0050632,"A syndrome characterized by abnormal pigmentation of the skin, hair and eyes."
oculocutaneous albinism type IB,['TYR'],MESH:C537729,DOID:0070095,An oculocutaneous albinism that has_material_basis_in an autosomal recessive hypomorphic mutation of TYR on chromosome 11q14.3 with retention of some residual protein activity.
oculocutaneous albinism type II,"['OCA2', 'MC1R']",MESH:C537730,DOID:0070096,An oculocutaneous albinism that has_material_basis_in an autosomal recessive mutation of the OCA2 gene on chromosome 15q12-q13.
oculodentodigital dysplasia,['GJA1'],MESH:C563160,DOID:0060291,"A syndrome characterized by craniofacial, neurologic, limb and ocular abnormalities."
oculoectodermal syndrome,[],MESH:C563969,DOID:0111705,An ectodermal dysplasia characterized by epibulbar dermoids and aplasia cutis congenita that has_material_basis_in somatic mosaic mutation in the KRAS gene on chromosome 12p12.1.
oligospermia,['BRDT'],MESH:D009845,DOID:14228,A male fertility issue defined as a low sperm concentration in the ejaculate.
olivopontocerebellar atrophy,['APTX'],MESH:D009849,DOID:14784,"A neurodegenerative disease that is characterized by progressive cerebellar ataxia, leading to clumsiness in body movements, veering from midline when walking, wide-based stance, and falls without signs of paralysis or weakness and has_material_basis_in expansion of CAG triplet repeats (glutamine) resulting in degeneration of neuron in the cerebellum, pons and inferior olives."
omodysplasia 1,['GPC6'],MESH:C537746,DOID:0080844,An omodysplasia that is characterized by severe congenital micromelia with shortening and distal tapering of the humeri and femora to give a club-like appearance and that has_material_basis_in homozygous or compound heterozygous mutation in the GPC6 gene on chromosome 13q32.
omodysplasia 2,['FZD2'],MESH:C567664,DOID:0080845,"An omodysplasia that is characterized by shortened humeri, dislocated radial heads, shortened first metacarpals, craniofacial dysmorphism, and variable genitourinary anomalies and that has_material_basis_in heterozygous mutation in the FZD2 gene on chromosome 17q21."
onchocerciasis,"['HLA-DQA1', 'HLA-DPA1']",MESH:D009855,DOID:11678,"A filariasis that involves parasitic infection caused by the nematode Onchocerca volvulus, which is transmitted to humans through the bite of a blackfly of the genus Simulium. The worms spread throughout the body and, when they die, cause intense itching and a strong immune system response that can destroy nearby tissue. The symptoms include pruritus, dermatitis, blindness, onchocercomata (subcutaneous nodules), and lymphadenopathy."
open-angle glaucoma,"['CDKN2B', 'PON1', 'ADRB2', 'MEIS2', 'TAP1', 'MYOC', 'OPTN', 'AFAP1', 'MTHFR']",MESH:D005902,DOID:1067,A glaucoma characterized by optic nerve damage resulting in progressive loss of visual field and increased pressure in the eye due to trabecular blockage.
opiate dependence,"['OPRD1', 'C9', 'ABCB1', 'BMPER', 'CYP2D6', 'OPRM1', 'ARRB2', 'GAL', 'NAV3', 'PDYN']",MESH:D009293,DOID:2559,A drug dependence that involves the continued use of opiate drugs despite despite problems related to use of the substance.
opisthorchiasis,['ACTR3'],MESH:D009889,DOID:13768,"A parasitic helminthiasis infectious disease that involves parasitic infection of the liver, pancreas and gall bladder by Opisthorchis viverrini or Opisthorchis felineus. The symptoms include dyspepsia, abdominal pain, diarrhea, constipation, hepatomegaly, cholangitis, cholecystitis, and cholangiocarcinoma."
optic atrophy,"['MIEF1', 'OPA1', 'MCAT', 'SSBP1', 'WFS1', 'MECR']",MESH:D009896,DOID:5723,An optic nerve disease that is characterized the death of the retinal ganglion cell axons that comprise the optic nerve.
optic atrophy 3,['OPA3'],MESH:C537128,DOID:0111433,An optic atrophy characterized by optic atrophy and cataract that has_material_basis_in heterozygous mutation in the OPA3 gene on chromosome 19q13.32.
optic atrophy 5,['DNM1L'],MESH:C537126,DOID:0111438,An optic atrophy characterized by degeneration of retinal ganglion cells resulting in slowly progressive visual loss with variable onset from the first to third decades that has_material_basis_in heterozygous of mutation in DNM1L on chromosome 12p11.21.
optic atrophy 7,['TMEM126A'],MESH:C567833,DOID:0111437,"An optic atrophy characterized by juvenile onset, severe bilateral deficiency in visual acuity, optic disc pallor, and central scotoma that has_material_basis_in homozygous or compound heterozygous mutation in the TMEM126A gene on chromosome 11q14.1."
optic nerve disease,['EDN1'],MESH:D009901,DOID:1891,A cranial nerve disease that is located_in the optic nerve.
optic neuritis,"['AQP4', 'SOD2', 'HLA-DRB1', 'CAT', 'GSTT1', 'GSTM1', 'MOG']",MESH:D009902,DOID:1210,An optic nerve disease that results_in inflammation located_in optic nerve which may cause a complete or partial loss of vision.
oral submucous fibrosis,"['GSTT1', 'GSTM1']",MESH:D009914,DOID:5773,A mouth disease that is characterized by juxta-epithelial inflammatory reaction and progressive fibrosis of the submucosal tissues.
organ system cancer,['IL1R2'],MESH:D009371,DOID:0050686,A cancer that is classified based on the organ it starts in.
ornithine carbamoyltransferase deficiency,['OTC'],MESH:D020163,DOID:9271,An urea cycle disorder that involves a mutated and ineffective form of the enzyme ornithine transcarbamylase.
orofacial cleft 10,['SUMO1'],MESH:C566605,DOID:0080403,An orofacial cleft that has_material_basis_in mutation in the SUMO1 gene on chromosome 2q33.
orofacial cleft 11,['BMP4'],MESH:C567410,DOID:0080404,An orofacial cleft that has_material_basis_in heterozygous mutation in the BMP4 gene on chromosome 14q22.
orofacial cleft 5,['MSX1'],MESH:C563843,DOID:0080399,An orofacial cleft that has_material_basis_in mutation in the MSX1 gene on chromosome 4p16.
orofaciodigital syndrome,"['IFT57', 'KIAA0753', 'C2CD3']",MESH:D009958,DOID:4501,"A syndrome that is characterized by malformations of the face, oral cavity, and digits."
orofaciodigital syndrome I,['OFD1'],MESH:D009958,DOID:0060316,"An orofaciodigital syndrome that is characterized by malformations of the face, oral cavity, and digits, has_material_basis_in X-linked dominant inheritance of the OFD1 gene with lethality in males and is associated with polycystic kidney disease."
orofaciodigital syndrome IV,[],MESH:C537133,DOID:0060374,"An orofaciodigital syndrome that is characterized by dysmorphic facies, the development of harmartomas of the tongue, polydactyly and limb dysplasia, has_material_basis_in autosomal recessive inheritance of mutations in the TCTN3 gene."
orofaciodigital syndrome V,[],MESH:C557819,DOID:0060375,An orofaciodigital syndrome that is characterized by postaxial polydactyly and median cleft of the upper lip and has_material_basis_in homozygous mutation in the DDX59 gene on chromosome 1q32.
osteochondrodysplasia,"['BMPR1B', 'FLNB', 'HSPG2', 'COMP', 'COL2A1', 'COL9A3', 'SLC26A2', 'TGFB1', 'TRPS1', 'CHST3', 'PTH1R', 'MATN3', 'COL11A2', 'FLNA', 'LIFR']",MESH:D010009,DOID:2256,A bone development disease that results_in defective development of cartilage or bone.
osteogenesis imperfecta,"['COL1A1', 'CCDC134']",MESH:D010013,DOID:12347,An osteochondrodysplasia that has_material_basis_in a deficiency in type-I collagen which results_in brittle bones and defective connective tissue.
osteogenesis imperfecta type 1,['COL1A1'],MESH:D010013,DOID:0110334,An osteogenesis imperfecta that is characterized by bone fragility and blue sclerae and has_material_basis_in dominantly inherited mutations in the COL1A1 gene on chromosome 17q21.33 or the COL1A2 gene on chromosome 7q21.3.
osteogenesis imperfecta type 7,['CRTAP'],MESH:C565200,DOID:0110337,An osteogenesis imperfecta that has_material_basis_in mutation in the CRTAP gene on chromosome 3p22.
osteoglophonic dysplasia,['FGFR1'],MESH:C536050,DOID:0111532,"An osteochondrodysplasia characterized by rhizomelic dwarfism, craniosynostosis, prominent supraorbital ridge, depressed nasal bridge, nonossifying bone lesions, and multiple unerupted teeth that has_material_basis_in heterozygous missense mutation in the FGFR1 gene on chromosome 8p11.23."
osteonecrosis,"['IL23R', 'F2', 'TRPV4', 'PLAT', 'GSTT1', 'NOS3', 'ANXA2', 'ABCB1', 'CAT', 'TFPI', 'F5', 'GSTM1', 'COL2A1']",MESH:D010020,DOID:10159,An ischemic bone disease that results_in necrosis located_in bone.
osteopathia striata with cranial sclerosis,['AMER1'],MESH:C536053,DOID:0060886,"An osteosclerosis characterized by longitudinal striations of the metaphyses of the long bones, sclerosis of the craniofacial bones, macrocephaly, cleft palate and hearing loss in females and fetal or neonatal lethality in males that has_material_basis_in mutation in the AMER1 gene on chromosome Xq11."
osteopetrosis,"['SLC4A2', 'CA2', 'PLEKHM1']",MESH:D010022,DOID:13533,An osteosclerosis that has_material_basis_in lack of bone resorption which results_in abnormally hard and brittle bones.
osteoporosis,"['DBP', 'CYP19A1', 'WNT1', 'LGR4', 'CALCA', 'LEPR', 'UGT2B17', 'SOD2', 'GSTP1', 'IL1A', 'IL1RN', 'IGF1R', 'LEP', 'NRIP1', 'COL1A1', 'LRP5', 'TNFRSF1B', 'CXCR4', 'ESR1', 'TNFRSF11A', 'PLS3', 'PDLIM4', 'ESR2', 'TNFSF11', 'BMP2', 'CYP17A1', 'IL32', 'BGLAP']",MESH:D010024,DOID:11476,A bone resorption disease characterized by decreased density of normally mineralized bone which results_in the thinning of bone tissue and decreased mechanical strength.
osteoporosis-pseudoglioma syndrome,['LRP5'],MESH:C536063,DOID:0060849,"A syndrome characterized by congenital or infancy-onset blindness, very low bone mass, decreased trabecular bone volume, severe juvenile-onset osteoporosis and spontaneous fractures, pseudoglioma, microphthalmia that has_material_basis_in homozygous or compound heterozygous mutation in the LRP5 gene on chromosome 11q13."
osteosarcoma,"['CHEK2', 'DDR1', 'SERPINF1', 'TP53', 'RB1', 'EFEMP2', 'PTH', 'GSTM3', 'ERCC1', 'E2F1', 'CDC5L', 'CXCR4', 'MTHFR', 'EZH2']",MESH:D012516,DOID:3347,"A bone sarcoma that is located_in bone that has_material_basis_in cells of mesenchymal origin. It usually involves bones and less frequently extraosseous sites. It often involves the long bones (particularly distal femur, proximal tibia, and proximal humerus)."
otitis media,"['IL6', 'MBL2', 'A2ML1', 'IL10', 'CX3CR1']",MESH:D010033,DOID:10754,A otitis which involves inflammation of the middle ear.
otopalatodigital syndrome type 1,['FLNA'],MESH:C536065,DOID:0111783,"An otopalatodigital syndrome spectrum disorder characterized by cleft palate, mild skeletal anomalies including digital anomalies, and conductive deafness caused by ossicular anomalies that has_material_basis_in heterozygous or hemizygous mutation in exon 3, 4, or 5 of the FLNA gene on chromosome Xq28."
otopalatodigital syndrome type 2,['FLNA'],MESH:C538089,DOID:0111784,"An otopalatodigital syndrome spectrum disorder characterized by disabling skeletal anomalies and variable malformations in the hindbrain, heart, intestines, and kidneys that frequently lead to perinatal death in males and less severe phenotypes in females that has_material_basis_in hemizygous or heterozygous mutation in exons 3, 4, or 5 in males or exons 28 or 29 in females of the FLNA gene on chromosome Xq28."
ovarian cancer,"['SMAD4', 'POT1', 'ITGA8', 'CYP19A1', 'MYO6', 'MSLN', 'NOD2', 'CDH1', 'AURKA', 'UGT1A1', 'WRAP53', 'PMS2', 'LEF1', 'MBL2', 'CD59', 'AKT1', 'SOD2', 'MUC16', 'GSTP1', 'MMP1', 'HMGA2', 'CCNG1', 'RUNX3', 'APOB', 'CAMK2N1', 'TFRC', 'GSTA1', 'NOS3', 'CDH13', 'CTNNB1', 'RAD51', 'RASSF1', 'NBN', 'APEX1', 'PIK3CA', 'ERBB2', 'SMAD2', 'JUP', 'JAK1', 'COMT', 'BRCA1', 'FANCA', 'STAT3', 'OGG1', 'EEF1A2', 'CLDN4', 'BRCA2', 'BARD1']",MESH:D010051,DOID:2394,A female reproductive organ cancer that is located_in the ovary.
ovarian dysgenesis 2,['BMP15'],MESH:C564499,DOID:0080494,A 46 XX gonadal dysgenesis that has_material_basis_in mutation in the BMP15 gene on chromosome Xp11.
ovarian hyperstimulation syndrome,"['SERPINF1', 'FSHR']",MESH:D016471,DOID:5425,"An ovarian disease that is characterized by cystic enlargement of the ovaries and a fluid shift from the intravascular to the third space and has_symptom abdominal pain, has_symptom nausea and has_symptom vomiting. This disease is an iatrogenic complication of assisted reproduction technology."
overactive bladder syndrome,"['NGF', 'PENK']",MESH:D053201,DOID:0070355,"A bladder disease characterized by urinary urgency without urinary tract infection or obvious pathology, usually accompanied by urinary frequency and nocturia."
pachyonychia congenita,"['KRT16', 'KRT6A', 'KRT17']",MESH:D053549,DOID:0050449,A syndrome that is characterized by hypertrophic nails and hyperkeratosis of the hands and feet and has_material_basis_in gene mutations that result in changes in keratin.
palmoplantar keratoderma and congenital alopecia 1,['GJA1'],MESH:C537050,DOID:0111244,"An ectodermal dysplasia characterized by autosomal dominant inheritance of severe hyperkeratosis, congenital alopecia, and in some patients nail anomalies that has_material_basis_in heterozygous mutation in GJA1 on 6q22.31."
palmoplantar keratoderma-deafness syndrome,['GJB2'],MESH:C536152,DOID:0111505,A syndrome characterized by sensorineural hearing loss and progressive hyperkeratosis of the palms and soles that has_material_basis_in heterozygous mutation in the GJB2 gene on chromosome 13q12.11.
palmoplantar keratoderma-esophageal carcinoma syndrome,['RHBDF2'],MESH:C536164,DOID:0111506,A syndrome characterized by palmoplantar keratoderma and esophageal cancer that has_material_basis_in heterozygous mutation in the RHBDF2 gene on chromosome 17q25.1.
pancreatic cancer,"['NAT2', 'MUC1', 'FANCG', 'MTR', 'IL13RA2', 'CASP9', 'BCL2L1', 'AKT1', 'NUF2', 'SOD2', 'XRCC2', 'NAP1L1', 'IL13', 'LIG4', 'PALB2', 'BAD', 'XRCC3', 'ERCC4', 'ITGA4', 'ANXA1', 'FANCA', 'RXRA', 'RABL3', 'IL4', 'LUM', 'ACVR1B', 'ALDH2', 'FGF2', 'SEL1L', 'MPO', 'TGFBR2', 'POLB', 'IGF1', 'TP53', 'HSPB1', 'GSTP1', 'IL2', 'FANCC', 'CCND1', 'MKI67', 'IGF1R', 'CCNG1', 'ALOX5', 'STK11', 'IL1B', 'ARPC1A', 'DPYD', 'EPHA3', 'TYMP', 'NCAM1', 'RECQL', 'MAP2K4', 'TCF7L2', 'CASP8', 'CLDN4', 'WNT9A', 'ATR', 'VHL', 'IL10', 'SMAD3', 'RAD54L', 'SMO', 'LIG3', 'SPP1', 'RUNX3', 'ABO', 'ADH1C', 'SNW1', 'BRCA1', 'CYP17A1', 'UGT1A7', 'KDR', 'CDKN2A', 'RRM2', 'BRCA2', 'SMAD4', 'MSLN', 'MANF', 'CCKBR', 'ADM', 'NAT1', 'MTRR', 'APC', 'THBS1', 'XPC', 'PALLD', 'XRCC1', 'CAPN10', 'ILK', 'ITGA11', 'PTGS2', 'MUC4', 'MEN1', 'BID', 'PDGFRA', 'ERCC1', 'CHEK1', 'FASLG', 'PPARG', 'L1CAM', 'OGG1', 'MTHFR', 'CYCS']",MESH:D010190,DOID:1793,An endocrine gland cancer located_in the pancreas.
pancreatic carcinoma,"['KDR', 'CDKN2A']",MESH:C562463,DOID:4905,A pancreas cancer that derives_from epithelial cells located_in the exocrine pancreas.
pancreatic ductal carcinoma,"['MGMT', 'FASLG', 'THBS1', 'MSLN', 'MUC1', 'MAPK3', 'GSTP1', 'SMO', 'VHL', 'HEATR1', 'MDM2', 'CD40', 'CDK6', 'MEN1', 'IL4', 'PMS1']",MESH:D021441,DOID:3587,A pancreatic carcinoma located_in the pancreatic duct.
pancreatic endocrine carcinoma,"['PGF', 'MGMT', 'DAXX']",MESH:D018273,DOID:1798,An islet cell tumor that has_material_basis_in epithelial cells.
pancreatitis,"['SERPING1', 'SPINK1', 'CCL5', 'PRSS1', 'CCL2']",MESH:D010195,DOID:4989,A pancreas disease that is characterized by inflammation of the pancreas.
